source,brand,name,former_price,current_price,discount,product_link,page,discount_pct,savings,on_sale,sold_by_n_sites,scraped_at
eyebuydirect,EyeBuyDirect,Latitude,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/latitude-clear-brown-l-23243,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Kenneth,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/kenneth-tortoise-l-21987,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Gaston,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/gaston-clear-brown-l-27988,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Carbon,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/carbon-black-m-23594,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Beau,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/beau-black-s-18977,3,,,False,1,2026-09-13
eyebuydirect,titanium,Density,,83.0,,https://www.eyebuydirect.com/eyeglasses/frames/density-light-silver-gunmetal-xl-22196,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Borderline,,79.0,,https://www.eyebuydirect.com/eyeglasses/frames/borderline-black-l-17359,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Savvy,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/savvy-tortoise-xs-29601,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Halo,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/halo-clear-green-m-32813,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,House,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/house-gradient-brown-l-22443,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Davis,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/davis-silver-l-32413,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Sebastian,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/sebastian-tortoise-l-19971,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Market,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/market-silver-m-16375,3,,,False,1,2026-09-13
eyebuydirect,rflkt,Aura,,69.0,,https://www.eyebuydirect.com/eyeglasses/frames/aura-ivory-tortoise-m-22210,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Lior,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/lior-tortoise-l-28474,3,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Brooklyn,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/brooklyn-green-s-32474,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Stride,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/stride-tortoise-m-20145,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Gable,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/gable-ivory-tortoise-s-21725,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Glance,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/glance-gold-xl-32426,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Equality,,39.0,,https://www.eyebuydirect.com/eyeglasses/frames/equality-blue-s-21358,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Gale,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/gale-black-xl-32547,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Above,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/above-gunmetal-l-17587,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Rowen,,36.0,,https://www.eyebuydirect.com/eyeglasses/frames/rowen-crystal-dark-green-l-26446,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Agility,59.0,42.0,30%,https://www.eyebuydirect.com/eyeglasses/frames/agility-solid-black-l-25516,4,30.0,17.0,True,1,2026-09-13
eyebuydirect,EyeBuyDirect,Cecilia,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/cecilia-raspberry-s-32468,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Bardot,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/bardot-ivory-tortoise-m-16557,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Follow,,79.0,,https://www.eyebuydirect.com/eyeglasses/frames/follow-black-golden-l-20401,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Quentin,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/quentin-tortoise-gold-l-24155,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Ines,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/ines-black-gold-m-23700,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Daydream,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/daydream-brown-golden-s-16291,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Thomas,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/thomas-matte-black-m-16469,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Danni,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/danni-gray-m-32495,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Unique,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/unique-tortoise-l-22096,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Helena,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/helena-green-tortoise-m-32637,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Absolutely,,66.0,,https://www.eyebuydirect.com/eyeglasses/frames/absolutely-tortoise-s-19177,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Finn,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/finn-black-l-21730,4,,,False,1,2026-09-13
eyebuydirect,rflkt,Prism,,73.0,,https://www.eyebuydirect.com/eyeglasses/frames/prism-tortoise-m-18703,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Chandler,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/chandler-tortoise-m-32477,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Synapse,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/synapse-rose-gold-l-19785,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Astera,,66.0,,https://www.eyebuydirect.com/eyeglasses/frames/astera-crystal-green-m-25679,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Jam,,86.0,,https://www.eyebuydirect.com/eyeglasses/frames/jam-clear-green-l-28097,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Ellipse,,73.0,,https://www.eyebuydirect.com/eyeglasses/frames/ellipse-tortoise-xl-23919,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Courser,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/courser-rose-gold-l-20229,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Farah,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/farah-clear-brown-s-32528,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Jamie,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/jamie-clear-brown-m-20379,4,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Ferb,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/ferb-clear-champagne-xs-28101,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Urban,,73.0,,https://www.eyebuydirect.com/eyeglasses/frames/urban-black-l-19944,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Variable,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/variable-black-m-18499,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Charlize,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/charlize-tortoise-m-16381,5,,,False,1,2026-09-13
eyebuydirect,Ray-Ban,Ray-Ban RB7025,,210.0,,https://www.eyebuydirect.com/eyeglasses/frames/ray-ban-rb7025-black-m-21261,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Nantes,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/nantes-silver-xl-15747,5,,,False,1,2026-09-13
eyebuydirect,Ray-Ban Meta,Ray-Ban Meta Blayzer Optics (Gen 2),,499.0,,https://www.eyebuydirect.com/ai-glasses/frames/ray-ban-meta-blayzer-optics-gen-2-matte-black-s-31616,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Francisco,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/francisco-clear-green-l-23464,5,,,False,1,2026-09-13
eyebuydirect,titanium,Nate,,93.0,,https://www.eyebuydirect.com/eyeglasses/frames/nate-gold-brown-m-23793,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Kinetic,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/kinetic-matte-gunmetal-l-23593,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Fathom,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/fathom-bronze-black-l-20114,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Steps,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/steps-purple-xs-21122,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Passion,,39.0,,https://www.eyebuydirect.com/eyeglasses/frames/passion-tortoise-m-21392,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Cymric,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/cymric-black-l-24906,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Darren,,26.0,,https://www.eyebuydirect.com/eyeglasses/frames/darren-gray-m-32497,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Manchester,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/manchester-black-silver-m-17485,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Elliot,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/elliot-blue-m-32516,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Suki,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/suki-crystal-red-xl-25182,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Cambridge,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/cambridge-black-s-12501,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Belleville,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/belleville-bronze-m-17931,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Blair,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/blair-silver-s-32402,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Gato,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/gato-tortoise-m-20682,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Kit,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/kit-dark-tortoise-l-22563,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Franky,,29.0,,https://www.eyebuydirect.com/eyeglasses/frames/franky-clear-l-32538,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Heather,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/heather-tortoise-l-21968,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Blizzard,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/blizzard-black-m-13481,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Morla,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/morla-tortoise-m-16031,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Vista,,53.0,,https://www.eyebuydirect.com/eyeglasses/frames/vista-floral-s-21574,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Dotti,,66.0,,https://www.eyebuydirect.com/eyeglasses/frames/dotti-tortoise-gold-m-24102,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Epilogue,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/epilogue-black-m-18891,5,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Ferguson,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/ferguson-gray-m-32534,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Vigo,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/vigo-black-l-20638,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Glister,,39.0,,https://www.eyebuydirect.com/eyeglasses/frames/glister-iridescent-purple-m-23140,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Whitmore,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/whitmore-tortoise-l-31524,6,,,False,1,2026-09-13
eyebuydirect,Ray-Ban,Ray-Ban RB5154 Clubmaster,,222.0,,https://www.eyebuydirect.com/eyeglasses/frames/ray-ban-rb5154-clubmaster-black-m-21217,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Ballast,,43.0,,https://www.eyebuydirect.com/eyeglasses/frames/ballast-black-l-19932,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Gadsby,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/gadsby-silver-l-30230,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Phoenix,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/phoenix-tortoise-s-20519,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Hollis,,73.0,,https://www.eyebuydirect.com/eyeglasses/frames/hollis-tortoise-gold-l-24145,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,North,,79.0,,https://www.eyebuydirect.com/eyeglasses/frames/north-tortoise-m-20583,6,,,False,1,2026-09-13
eyebuydirect,Ray-Ban,Ray-Ban RB6375,,189.0,,https://www.eyebuydirect.com/eyeglasses/frames/ray-ban-rb6375-black-gold-m-21812,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Saunter,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/saunter-swirled-amber-s-18759,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Winefred,,33.0,,https://www.eyebuydirect.com/eyeglasses/frames/winefred-clear-l-29669,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Brittany,,23.0,,https://www.eyebuydirect.com/eyeglasses/frames/brittany-clear-blue-m-15663,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Clever,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/clever-tortoise-m-21430,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Canvas,,86.0,,https://www.eyebuydirect.com/eyeglasses/frames/canvas-black-l-22012,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Claudia,,59.0,,https://www.eyebuydirect.com/eyeglasses/frames/claudia-black-m-12737,6,,,False,1,2026-09-13
eyebuydirect,EyeBuyDirect,Perceive,,49.0,,https://www.eyebuydirect.com/eyeglasses/frames/perceive-black-gunmetal-m-19818,6,,,False,1,2026-09-13
